cve_municipio,municipio,localidad,cve_localidad
5,DURANGO,FRANCISCO VILLA VIEJO,175
5,DURANGO,GABINO SANTILLAN,176
5,DURANGO,GENERAL CARLOS REAL,177
5,DURANGO,COLONIA GENERAL FELIPE ANGELES,179
5,DURANGO,GENERAL FELIPE ANGELES (EJIDO),180
5,DURANGO,GENERAL MARIANO MATAMOROS,181
5,DURANGO,GENERAL MAXIMO GARCIA (EL PINO),182
5,DURANGO,HEROE DE NACOZARI,185
5,DURANGO,COLONIA HIDALGO,187
5,DURANGO,LAS HUERTAS,188
5,DURANGO,IGNACIO LOPEZ RAYON,189
5,DURANGO,IGNACIO ZARAGOZA,190
5,DURANGO,INDEPENDENCIA Y LIBERTAD,191
5,DURANGO,JESUS GONZALEZ ORTEGA (PERICOS),192
5,DURANGO,JOSE MARIA MORELOS Y PAVON (LA TINAJA),193
5,DURANGO,JOSE REFUGIO SALCIDO,194
5,DURANGO,LA JOYA,195
5,DURANGO,JUAN B. CEBALLOS,197
5,DURANGO,LA LUZ,203
5,DURANGO,LLANO GRANDE,204
5,DURANGO,MALAGA,205
5,DURANGO,SAN MIGUEL DE LAS MARAVILLAS DE ARRIBA,207
5,DURANGO,MESAS DE URBINA,208
5,DURANGO,METATES (TENCHONTLE),209
5,DURANGO,LOS MIMBRES,210
5,DURANGO,MINERVA (COLONIA),211
5,DURANGO,MI PATRIA ES PRIMERO (MESA DEL CUERVO),212
5,DURANGO,MORCILLO,214
5,DURANGO,NAVAJAS,216
5,DURANGO,EL NAYAR,219
5,DURANGO,NICOLAS ROMERO,221
5,DURANGO,NUEVA PATRIA (SANTO DOMINGO),222
5,DURANGO,OTINAPA,223
5,DURANGO,PARRAS DE LA FUENTE,226
5,DURANGO,PILAR DE ZARAGOZA,229
5,DURANGO,PLAN DE AYALA,231
5,DURANGO,PRAXEDIS G. GUERRERO VIEJO,234
5,DURANGO,PRIMERO DE MAYO,235
5,DURANGO,EL PUEBLITO,236
5,DURANGO,PUERTA DE LA CANTERA,237
5,DURANGO,LA PUERTA DE SANTIAGO BAYACORA (PUERTA CHICA),238
5,DURANGO,QUINCE DE OCTUBRE,241
5,DURANGO,QUINCE DE SEPTIEMBRE,242
5,DURANGO,LA QUINTA,243
5,DURANGO,RIO VERDE,247
5,DURANGO,RODRIGUEZ PUEBLA,248
5,DURANGO,LA PERLA (SALCIDO),249
5,DURANGO,SAN BENITO,254
5,DURANGO,SAN CARLOS,255
5,DURANGO,SAN JOSE DE LA VINATA,263
5,DURANGO,SAN JOSE DEL MOLINO,264
5,DURANGO,SANTIAGO BAYACORA,277
5,DURANGO,SAN VICENTE DE CHUPADEROS,278
5,DURANGO,SEBASTIAN LERDO DE TEJADA,279
5,DURANGO,TOMAS URBINA,283
5,DURANGO,EL TUNAL,285
5,DURANGO,UNIDOS VENCEREMOS,286
5,DURANGO,VALLE FLORIDO,289
5,DURANGO,VEINTIOCHO DE SEPTIEMBRE,292
5,DURANGO,VEINTISIETE DE NOVIEMBRE,293
5,DURANGO,VICENTE SUAREZ,295
5,DURANGO,JOSE MARIA PINO SUAREZ,297
5,DURANGO,VILLA MONTEMORELOS,298
5,DURANGO,NUEVO CENTENARIO,300
5,DURANGO,LABOR DE GUADALUPE,325
5,DURANGO,EL SALTITO,334
5,DURANGO,LA FERRERIA (CUATRO DE OCTUBRE),340
5,DURANGO,SAN FRANCISCO DEL MANZANAL,342
5,DURANGO,SAN GABRIEL,363
5,DURANGO,GENERAL DOMINGO ARRIETA (PASTORES),395
5,DURANGO,PRESIDENTE SALVADOR ALLENDE,455
5,DURANGO,LA FLOR,567
5,DURANGO,EL PORVENIR,610
5,DURANGO,PRAXEDIS G. GUERRERO NUEVO (LA LOMA),613
5,DURANGO,SANTA LUCIA,645
5,DURANGO,LOS YESQUEROS,669
5,DURANGO,EL REFUGIO,725
5,DURANGO,COLONIA VALLE VERDE,919
5,DURANGO,SANTA CRUZ DE SAN JAVIER,984
5,DURANGO,RIO ESCONDIDO (LA LOMA),037
5,DURANGO,COLONIA LIBERACION SOCIAL,129
5,DURANGO,SAN SALVADOR DE CASA BLANCA,979
5,DURANGO,EL SALTILLO (SANTA MARTA),981
5,DURANGO,LAZARO CARDENAS,989
5,DURANGO,FRANCISCO MONTES DE OCA,993
5,DURANGO,FELIPE ANGELES,994
5,DURANGO,BENITO JUAREZ,997
8,GUADALUPE VICTORIA,GUADALUPE VICTORIA,000
8,GUADALUPE VICTORIA,GUADALUPE VICTORIA,001
8,GUADALUPE VICTORIA,ANTONIO AMARO (SAUCILLO),002
8,GUADALUPE VICTORIA,DOS DE ABRIL,003
8,GUADALUPE VICTORIA,FELIPE CARRILLO PUERTO (TARABILLAS),004
8,GUADALUPE VICTORIA,GENERAL ALVARO OBREGON,005
8,GUADALUPE VICTORIA,GENERAL CALIXTO CONTRERAS (COLORADA),006
8,GUADALUPE VICTORIA,IGNACIO ALLENDE,008
8,GUADALUPE VICTORIA,IGNACIO RAMIREZ,009
8,GUADALUPE VICTORIA,JOSE GUADALUPE RODRIGUEZ (PEÑUELAS),010
8,GUADALUPE VICTORIA,JOSE MARIA PINO SUAREZ (PROVIDENCIA),011
8,GUADALUPE VICTORIA,JUAN ALDAMA (MAGUEYES),012
8,GUADALUPE VICTORIA,SAN FRANCISCO DE LA PALMITA (LA PALMITA),014
8,GUADALUPE VICTORIA,SANTA CATALINA DE SIENA,015
8,GUADALUPE VICTORIA,GUADALUPE VICTORIA,996
8,GUADALUPE VICTORIA,FRANCISCO ZARCO,997
16,NOMBRE DE DIOS,NOMBRE DE DIOS,000
16,NOMBRE DE DIOS,NOMBRE DE DIOS,001
16,NOMBRE DE DIOS,AMADO NERVO,003
16,NOMBRE DE DIOS,OJO DE AGUA LOS BERROS (LOS BERROS),005
16,NOMBRE DE DIOS,LA CONSTANCIA,009
16,NOMBRE DE DIOS,CUEVA BLANCA,012
16,NOMBRE DE DIOS,EMILIO PORTES GIL,016
16,NOMBRE DE DIOS,FRANCISCO VILLA (SAN ISIDRO),021
16,NOMBRE DE DIOS,GENERAL FRANCISCO MURGUIA,023
16,NOMBRE DE DIOS,GABRIEL HERNANDEZ (MANCINAS),024
16,NOMBRE DE DIOS,IGNACIO ZARAGOZA (LAS COTORRAS),027
16,NOMBRE DE DIOS,LAURO DEL VILLAR,031
16,NOMBRE DE DIOS,EL LLANO,033
16,NOMBRE DE DIOS,EL MOLINO DEL PUEBLO,034
16,NOMBRE DE DIOS,NIXTALPAN,036
16,NOMBRE DE DIOS,OJO DE AGUA DE SAN JUAN,037
16,NOMBRE DE DIOS,EL PARTIDOR,040
16,NOMBRE DE DIOS,EL PUEBLITO VEINTE DE NOVIEMBRE (LA FABRICA),045
16,NOMBRE DE DIOS,REVOLUCION SOCIAL,047
16,NOMBRE DE DIOS,ROJAS,049
16,NOMBRE DE DIOS,SAN JOSE DE ACEVEDO,051
16,NOMBRE DE DIOS,SAN JOSE DE LA PARRILLA (LA PARRILLA),052
16,NOMBRE DE DIOS,SANTA CRUZ DE GUADALUPE,059
16,NOMBRE DE DIOS,TEXCALILLO,061
16,NOMBRE DE DIOS,EL TOBE,062
16,NOMBRE DE DIOS,TUITAN (SAN JOSE DE TUITAN),064
16,NOMBRE DE DIOS,EL VENADO,065
16,NOMBRE DE DIOS,SANTA CRUZ,996
20,PÁNUCO DE CORONADO,PANUCO DE CORONADO,000
20,PÁNUCO DE CORONADO,FRANCISCO I. MADERO,001
20,PÁNUCO DE CORONADO,GENERAL ARTURO BERNAL,003
20,PÁNUCO DE CORONADO,ENRIQUE CALDERON RODRIGUEZ,005
20,PÁNUCO DE CORONADO,DOCTOR FRANCISCO CASTILLO NAJERA,007
20,PÁNUCO DE CORONADO,FRANCISCO JAVIER MINA (CORRALEJO),008
20,PÁNUCO DE CORONADO,FRANCISCO RUEDA SERRANO,009
20,PÁNUCO DE CORONADO,HERMENEGILDO GALEANA,011
20,PÁNUCO DE CORONADO,GENERAL IGNACIO ZARAGOZA,012
20,PÁNUCO DE CORONADO,JOSE JERONIMO HERNANDEZ (PORFIAS),013
20,PÁNUCO DE CORONADO,GENERAL LAZARO CARDENAS,014
20,PÁNUCO DE CORONADO,JOSE LIBRADO RIVERA,015
20,PÁNUCO DE CORONADO,PANUCO DE CORONADO,020
20,PÁNUCO DE CORONADO,SAN JOSE DE AVINO,021
20,PÁNUCO DE CORONADO,VEINTIOCHO DE MAYO (SANTA RITA),022
20,PÁNUCO DE CORONADO,ADOLFO LOPEZ MATEOS (AGUINALDO),063
22,POANAS,POANAS,000
22,POANAS,VILLA UNION,001
22,POANAS,LOS ANGELES,003
22,POANAS,CIENEGUILLA,005
22,POANAS,18 DE AGOSTO,007
22,POANAS,LA JOYA,009
22,POANAS,NARCISO MENDOZA,010
22,POANAS,NORIA DE LOS PILARES,011
22,POANAS,LA OCHOA,012
22,POANAS,ORIZABA,013
22,POANAS,ESTACION POANAS,014
22,POANAS,EL POTOSI,015
22,POANAS,SAN ATENOGENES (LA VILLITA),019
22,POANAS,FRANCISCO ZARCO,024
22,POANAS,EL REFUGIO,998
28,SAN JUAN DEL RIO,SAN JUAN DEL RIO,000
28,SAN JUAN DEL RIO,SAN JUAN DEL RIO DEL CENTAURO DEL NORTE,001
28,SAN JUAN DEL RIO,EL AGUAJE,003
28,SAN JUAN DEL RIO,ATOTONILCO,004
28,SAN JUAN DEL RIO,CIENEGA GRANDE,008
28,SAN JUAN DEL RIO,CHARCO HONDO,013
28,SAN JUAN DEL RIO,DIEZ DE OCTUBRE (SAN LUCAS DE OCAMPO),015
28,SAN JUAN DEL RIO,ESTANCIA BLANCA,016
28,SAN JUAN DEL RIO,PUEBLO NUEVO FRANCISCO DE IBARRA (EL CRUCERO),017
28,SAN JUAN DEL RIO,FRANCISCO PRIMO VERDAD (MENORES DE ABAJO),018
28,SAN JUAN DEL RIO,GONZALEZ ORTEGA (SANTA ROSALIA),019
28,SAN JUAN DEL RIO,IGNACIO LOPEZ RAYON (POTRERO DE LOS HIGOS),021
28,SAN JUAN DEL RIO,JOSE MARIA PATONI (MENORES DE ARRIBA),022
28,SAN JUAN DEL RIO,LEONA VICARIO,023
28,SAN JUAN DEL RIO,LLANO DEL PINO,024
28,SAN JUAN DEL RIO,OTILIO MONTAÑO (LA BOQUILLA),026
28,SAN JUAN DEL RIO,EL RESBALON,031
28,SAN JUAN DEL RIO,RIO GRANDE,033
28,SAN JUAN DEL RIO,SAN AGUSTIN DE OCAMPO,034
28,SAN JUAN DEL RIO,EL SAUCITO,037
28,SAN JUAN DEL RIO,SAUZ DE ABAJO,038
28,SAN JUAN DEL RIO,SAUZ DE ARRIBA,039
28,SAN JUAN DEL RIO,EL TERRERO,040
28,SAN JUAN DEL RIO,TOLEDO,042
28,SAN JUAN DEL RIO,RANCHO LOS CHARCOS,046
28,SAN JUAN DEL RIO,EL CHABACANO,047
33,SÚCHIL,SUCHIL,000
33,SÚCHIL,SUCHIL,001
33,SÚCHIL,ALEJANDRO,002
33,SÚCHIL,ALEMAN (ALEMAN VIEJO),003
33,SÚCHIL,HACIENDA EL MORTERO,010
33,SÚCHIL,SAN JUAN DE MICHIS,013
33,SÚCHIL,SAN MIGUEL DE LA MICHILIA,016
33,SÚCHIL,SANTA CRUZ,017
33,SÚCHIL,LA SOLEDAD,019
33,SÚCHIL,EMILIANO ZAPATA (LOS COCONOS),021
33,SÚCHIL,MESA DE TABACOS,051
38,VICENTE GUERRERO,VICENTE GUERRERO,000
38,VICENTE GUERRERO,VICENTE GUERRERO,001
38,VICENTE GUERRERO,EL ANCON,002
38,VICENTE GUERRERO,GRACEROS,003
38,VICENTE GUERRERO,ALFREDO V. BONFIL (POMPEYA),006
38,VICENTE GUERRERO,SAN FRANCISCO JAVIER,007
38,VICENTE GUERRERO,SAN ISIDRO DE MURILLOS,008
38,VICENTE GUERRERO,SAN JOSE DE LAS CORRIENTES,009
38,VICENTE GUERRERO,SAN JOSE DEL MOLINO,010
38,VICENTE GUERRERO,SAN PEDRO ALCANTARA,011
38,VICENTE GUERRERO,ESTACION VICENTE GUERRERO,012
